mesaj_id,mesaj,etiket
1230,Tek kullanımlık şifreniz: 738913. Bu şifreyi kimseyle paylaşmayınız. İyi günler.,normal
1231,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi cumartesi. Tutar: 5.000 TL. İyi günler.,normal
1232,Otomatik ödeme talimatınız ile 250 TL fatura ödendi. Teşekkürler.,normal
1233,Kargonuz dağıtıma çıktı. Teslimat saatini,normal
1234,Kartınızdan 480 TL harcama yapılmıştır. Size ait değilse iptal için: bit.ly/a527 Teşekkürler.,dolandiricilik
1235,"Burak toplantı 18:00 da başlıyor, geç kalma. Teşekkürler.",normal
1236,Kampanya: bugün yapacağınız alışverişlerde 150 TL puan kazanın. Detaylar mobil uygulamada. İyi günler.,normal
1237,Kargonuz dağıtıma çıktı.,normal
1238,"Sayın müşterimiz, güvenlik nedeniyle bilgilerinizi hemen güncelleyiniz hesap-dogrula.com/a727 Bilgilerinize.",dolandiricilik
1239,"Merhaba Can, akşam yemeğe geliyor musun? Detaylar için arayın.",normal
1240,Siparişiniz kurye ile yola,normal
1241,Hesabınız bloke edilmiştir. Açmak için hemen tıklayın: hesap-dogrula.com/a941,dolandiricilik
1242,"Tebrikler Elif, kazandın! Maç bileti bende, akşam konuşuruz.",normal
1243,Randevunuz pazar saat 18:00 olarak onaylanmıştır. Bilgilerinize.,normal
1244,Tebrikler! 2.750 TL ödül kazandınız. Almak için tıklayın edevlet-iade.info/a716 Teşekkürler.,dolandiricilik
1245,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
1246,Kampanya: cumartesi yapacağınız alışverişlerde 2.750 TL puan kazanın. Detaylar mobil uygulamada. Teşekkürler.,normal
1247,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi yarın. Tutar: 250 TL.,normal
1248,Kartınızdan 2.750 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz.,normal
1249,"Sayın müşterimiz, güvenlik nedeniyle bilgilerinizi hemen güncelleyiniz bit.ly/a743 İyi günler.",dolandiricilik
1250,"Elif toplantı 16:45 da başlıyor, geç kalma. Detaylar için arayın.",normal
1251,Müşteri temsilcimiz sizi,dolandiricilik
1252,Kampanya: yarın yapacağınız alışverişlerde 5.000 TL puan kazanın. Detaylar mobil uygulamada. İyi günler.,normal
1253,Hesabınıza 1.890 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. İyi günler.,normal
1254,"Selin toplantı 18:00 da başlıyor, geç kalma.",normal
1255,Hesabınızdan şüpheli işlem tespit edildi.,dolandiricilik
1256,"Tebrikler Deniz, kazandın! Maç",normal
1257,"Tebrikler Deniz, kazandın! Maç bileti bende, akşam konuşuruz.",normal
1258,"Acil dönüş yapar mısın Selin, toplantı saati değişti.",normal
1259,"Deniz yola çıktım, 11:00 gibi oradayım.",normal
1260,E-devlet vergi iadeniz 480 TL hazır. Kart bilgilerinizi girerek alın: bit.ly/a235 Teşekkürler.,dolandiricilik
1261,Kredi kartı hesap özetiniz hazırlandı.,normal
1262,Bedava internet paketi kazandınız!,dolandiricilik
1263,Otomatik ödeme talimatınız ile 640 TL fatura ödendi. Detaylar için arayın.,normal
1264,Siparişiniz kargo ile yola çıktı. Takip numaranız 899189.,normal
1265,Son uyarı! Hesap doğrulama yapmazsanız hesabınız kapatılacak. tinyurl.com/a400,dolandiricilik
1266,"Merhaba Merve, akşam yemeğe geliyor musun? Detaylar için arayın.",normal
1267,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. İyi günler.,normal
1268,Kartınız ile yapılan 320 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. Detaylar için arayın.,normal
1269,Güvenliğiniz için hesabınıza erişim,normal
1270,Hesabınız bloke edilmiştir. Açmak için hemen tıklayın: edevlet-iade.info/a513,dolandiricilik
1271,Kartınızdan 5.000 TL harcama yapılmıştır. Size ait değilse iptal için: bit.ly/a599,dolandiricilik
1272,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazartesi. Tutar: 5.000 TL.,normal
1273,"Acil dönüş yapar mısın Merve, toplantı saati değişti.",normal
1274,"Eczanemizde reçeteniz hazırdır, bugün teslim alabilirsiniz. Detaylar için arayın.",normal
1275,Hesabınızdan şüpheli işlem tespit edildi. İptal için size gelen şifreyi bu numaraya iletin. Teşekkürler.,dolandiricilik
1276,"Emre yola çıktım, 09:30 gibi oradayım. Detaylar için arayın.",normal
1277,Kartınız ile yapılan 150 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. Teşekkürler.,normal
1278,Tek kullanımlık şifreniz:,normal
1279,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. Teşekkürler.,normal
1280,Kredi başvurunuz onaylandı. 5.000 TL için masraf ücretini,dolandiricilik
1281,Faturanız 5.000 TL olarak kesilmiştir. Son ödeme cuma. Detaylar için arayın.,normal
1282,Paketiniz cuma teslim edilecektir. İyi günler. Teşekkürler.,normal
1283,Siparişiniz kargo ile yola çıktı. Takip numaranız 768422. Teşekkürler.,normal
1284,Hesabınıza 150 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. Detaylar için arayın.,normal
1285,"Bedava internet paketi kazandınız! Hemen tıkla, sınırlı süre: kargo-takip.xyz/a144 Teşekkürler.",dolandiricilik
1286,"Eczanemizde reçeteniz hazırdır, pazartesi teslim alabilirsiniz.",normal
1287,Kartınızdan 5.000 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Detaylar için arayın.,normal
1288,"Acil dönüş yapar mısın Zeynep,",normal
1289,"Tebrikler Ayşe, kazandın! Maç bileti bende, akşam konuşuruz. Teşekkürler.",normal
1290,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi bugün. Tutar: 1.200 TL.,normal
1291,Hesabınıza 640 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. Bilgilerinize.,normal
1292,Kartınızdan 2.750 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz.,normal
1293,Otomatik ödeme talimatınız ile,normal
1294,Kartınızdan 2.750 TL harcama yapılmıştır. Size ait değilse iptal için: tinyurl.com/a220 İyi günler.,dolandiricilik
1295,Siparişiniz kargo ile yola,normal
1296,Tek kullanımlık şifreniz: 622711. Bu şifreyi kimseyle paylaşmayınız.,normal
1297,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınızı kartınıza yüklemek için bilgilerinizi girin.",dolandiricilik
1298,"Tebrikler, çekilişimizde hediye puan",normal
1299,Paketiniz cuma teslim,normal
1300,Otomatik ödeme talimatınız ile 150 TL fatura ödendi.,normal
1301,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınızı kartınıza yüklemek için bilgilerinizi girin.",dolandiricilik
1302,Siparişiniz kargo ile yola çıktı. Teslimat için onay verin: kargo-takip.xyz/a463,dolandiricilik
1303,Siparişiniz kurye ile yola çıktı. Takip numaranız 603273. Teşekkürler.,normal
1304,"Eczanemizde reçeteniz hazırdır, cuma teslim alabilirsiniz. Bilgilerinize.",normal
1305,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: hesap-dogrula.com/a299,dolandiricilik
1306,"Tebrikler, çekilişimizde hediye",normal
1307,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz.,normal
1308,Kredi kartı hesap özetiniz hazırlandı. Son ödeme,normal
1309,Toplantı notlarını mail,normal
1310,Siparişiniz kargo ile yola çıktı. Takip numaranız 643759.,normal
1311,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Bilgilerinize.,normal
1312,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınızı kartınıza yüklemek için bilgilerinizi girin. Teşekkürler.",dolandiricilik
1313,Otomatik ödeme talimatınız ile 150 TL fatura ödendi.,normal
1314,Kartınızdan 89 TL harcama yapılmıştır.,dolandiricilik
1315,Son uyarı! Hesap doğrulama yapmazsanız hesabınız kapatılacak. kargo-takip.xyz/a644 Bilgilerinize.,dolandiricilik
1316,"Sayın müşterimiz, güvenlik",dolandiricilik
1317,"Anneciğim pazartesi size uğrayacağız, bir şey lazım mı? İyi günler.",normal
1318,Faturanız 480 TL olarak kesilmiştir. Son ödeme pazar.,normal
1319,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: hesap-dogrula.com/a830,dolandiricilik
1320,"Tebrikler Burak, kazandın! Maç bileti bende, akşam konuşuruz. Bilgilerinize.",normal
1321,Siparişiniz kargo ile yola çıktı. Teslimat için onay verin: tinyurl.com/a481 Teşekkürler.,dolandiricilik
1322,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: hesap-dogrula.com/a896 İyi günler.,dolandiricilik
1323,"Deniz ben, yeni numaram bu. Acil para lazım, IBAN atıyorum. Bilgilerinize.",dolandiricilik
1324,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. Bilgilerinize.",normal
1325,Kartınız ile yapılan 480 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız.,normal
1326,Doğum günün kutlu olsun Merve! Nice mutlu yıllara. İyi günler.,normal
1327,E-devlet vergi iadeniz 480 TL hazır. Kart bilgilerinizi girerek alın: guvenli-odeme.net/a872 Detaylar için arayın.,dolandiricilik
1328,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz.,normal
1329,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde",normal
1330,"Burak yola çıktım, 14:15 gibi oradayım. Detaylar için arayın.",normal
1331,Siparişiniz kargo ile yola çıktı. Teslimat için onay verin: edevlet-iade.info/a559 Detaylar için arayın.,dolandiricilik
1332,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: kargo-takip.xyz/a745,dolandiricilik
1333,Siparişiniz kurye ile yola çıktı.,dolandiricilik
1334,Siparişiniz kargo ile,dolandiricilik
1335,Kargonuz adres eksikliği nedeniyle teslim,dolandiricilik
1336,Siparişiniz kargo ile yola çıktı.,normal
1337,"Toplantı notlarını mail attım, bakabilir misin? İyi günler.",normal
1338,Kampanya: pazartesi yapacağınız alışverişlerde,normal
1339,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi cuma. Tutar: 1.200 TL.,normal
1340,"Anneciğim pazar size uğrayacağız, bir şey lazım mı? Bilgilerinize.",normal
1341,Deniz toplantı 11:00,normal
1342,Kartınız ile yapılan 480 TL işlem,normal
1343,Son uyarı! Hesap doğrulama yapmazsanız hesabınız kapatılacak. edevlet-iade.info/a770,dolandiricilik
1344,Güvenliğiniz için hesabınıza,normal
1345,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazartesi. Tutar: 320 TL.,normal
1346,Kampanya: pazar yapacağınız alışverişlerde 150 TL puan kazanın. Detaylar mobil uygulamada.,normal
1347,Kartınızdan 2.750 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. İyi günler.,normal
1348,"Toplantı notlarını mail attım, bakabilir misin? İyi günler.",normal
1349,Kartınızdan 250 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Detaylar için arayın.,normal
1350,Son uyarı! Hesap doğrulama yapmazsanız hesabınız kapatılacak. tinyurl.com/a363 Detaylar için arayın.,dolandiricilik
1351,Paketiniz pazar teslim edilecektir. İyi günler.,normal
1352,Doğum günün kutlu olsun,normal
1353,Merve toplantı 09:30 da,normal
1354,Siparişiniz kargo ile yola çıktı. Takip numaranız 428946.,normal
1355,E-devlet vergi iadeniz 1.200 TL hazır. Kart bilgilerinizi girerek alın: tinyurl.com/a784 Teşekkürler.,dolandiricilik
1356,Güvenliğiniz için hesabınıza erişim geçici,normal
1357,"Toplantı notlarını mail attım, bakabilir misin?",normal
1358,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. Bilgilerinize.,normal
1359,Paketiniz yarın teslim edilecektir. İyi günler.,normal
1360,"Anneciğim bugün size uğrayacağız, bir şey lazım mı?",normal
1361,"Toplantı notlarını mail attım, bakabilir misin? Teşekkürler.",normal
1362,"Acil dönüş yapar mısın Elif, toplantı saati değişti. Teşekkürler.",normal
1363,Tek kullanımlık şifreniz: 164675. Bu şifreyi kimseyle paylaşmayınız. Detaylar için arayın.,normal
1364,"Merhaba Elif, akşam yemeğe geliyor musun? Bilgilerinize.",normal
1365,Paketiniz pazar teslim edilecektir. İyi günler.,normal
1366,"Müşteri temsilcimiz sizi arayacak, telefonunuza gelen şifreyi kendisine söyleyiniz. Detaylar için arayın.",dolandiricilik
1367,"Kredi başvurunuz onaylandı. 89 TL için masraf ücretini yatırın, IBAN bilgisi için yanıtlayın. İyi günler.",dolandiricilik
1368,"Acil dönüş yapar mısın Merve, toplantı saati değişti. Teşekkürler.",normal
1369,Tek kullanımlık şifreniz: 166651. Bu şifreyi kimseyle paylaşmayınız.,normal
1370,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi.",normal
1371,"Eczanemizde reçeteniz hazırdır,",normal
1372,"Mehmet yola çıktım, 14:15 gibi oradayım.",normal
1373,"Toplantı notlarını mail attım, bakabilir misin? İyi günler.",normal
1374,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
1375,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi yarın. Tutar: 2.750 TL.,normal
1376,Randevunuz cuma saat 16:45 olarak onaylanmıştır. İyi günler.,normal
1377,"Anneciğim bugün size uğrayacağız, bir",normal
1378,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Detaylar için arayın.,normal
1379,Doğum günün kutlu olsun Elif! Nice mutlu yıllara.,normal
1380,Randevunuz cumartesi saat 09:30 olarak onaylanmıştır. Bilgilerinize.,normal
1381,Kartınız ile yapılan 2.750 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. Teşekkürler.,normal
1382,"Tebrikler Ayşe, kazandın! Maç bileti bende, akşam konuşuruz. Bilgilerinize.",normal
1383,"Emre toplantı 18:00 da başlıyor, geç kalma. Bilgilerinize.",normal
1384,"Elif yola çıktım,",normal
1385,Randevunuz yarın saat 18:00 olarak onaylanmıştır. İyi günler.,normal
1386,Paketiniz bugün teslim edilecektir. İyi günler. Detaylar için arayın.,normal
1387,"Anneciğim bugün size uğrayacağız, bir şey lazım mı? Bilgilerinize.",normal
1388,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
1389,"Merhaba Selin, akşam",normal
1390,Kargonuz dağıtıma çıktı. Teslimat,normal
1391,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
1392,Doğum günün kutlu olsun Elif! Nice mutlu yıllara. İyi günler.,normal
1393,Doğum günün kutlu olsun Ayşe! Nice mutlu yıllara. İyi günler.,normal
1394,Randevunuz bugün saat 09:30 olarak onaylanmıştır.,normal
1395,Siparişiniz kargo ile yola çıktı. Takip numaranız 161402.,normal
1396,Hesabınıza 480 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. Teşekkürler.,normal
1397,Hesabınız bloke edilmiştir. Açmak için hemen tıklayın: bit.ly/a262 Bilgilerinize.,dolandiricilik
1398,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın.,normal
1399,Acil dönüş yapar,normal
1400,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi cuma. Tutar: 480 TL. İyi günler.,normal
1401,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
1402,Kartınızdan 89 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz.,normal
1403,"Merhaba Ayşe, akşam yemeğe geliyor musun?",normal
1404,"Tebrikler Emre, kazandın! Maç bileti bende, akşam konuşuruz. Detaylar için arayın.",normal
1405,Kartınızdan 5.000 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Detaylar için arayın.,normal
1406,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi.",normal
1407,Siparişiniz kurye ile yola çıktı. Takip numaranız 573243. Bilgilerinize.,normal
1408,Randevunuz pazartesi saat 09:30 olarak onaylanmıştır. Detaylar için arayın.,normal
1409,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. Teşekkürler.",normal
1410,"Acil dönüş yapar mısın Mehmet, toplantı saati değişti. İyi günler.",normal
1411,"Anneciğim pazartesi size uğrayacağız, bir şey lazım mı? Detaylar için arayın.",normal
1412,Kartınızdan 1.200 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Teşekkürler.,normal
1413,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazartesi. Tutar: 640 TL.,normal
1414,"Tebrikler Burak, kazandın! Maç bileti",normal
1415,Randevunuz iptal edilmiştir. Yeniden,dolandiricilik
1416,"Eczanemizde reçeteniz hazırdır, bugün teslim alabilirsiniz. Detaylar için arayın.",normal
1417,Kartınızdan 89 TL harcama yapılmıştır. Size ait değilse iptal için: guvenli-odeme.net/a325,dolandiricilik
1418,"Emre yola çıktım, 09:30 gibi oradayım. İyi günler.",normal
1419,Paketiniz cumartesi teslim,normal
1420,Kartınız ile yapılan 320 TL,normal
1421,Paketiniz cuma teslim edilecektir. İyi günler. İyi günler.,normal
1422,"Acil dönüş yapar mısın Burak, toplantı saati değişti.",normal
1423,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın.,normal
1424,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Bilgilerinize.,normal
1425,Otomatik ödeme talimatınız ile 5.000 TL fatura ödendi.,normal
1426,"Tebrikler Zeynep, kazandın! Maç bileti bende, akşam konuşuruz. Bilgilerinize.",normal
1427,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz.,normal
1428,Hesabınızdan şüpheli işlem tespit,dolandiricilik
1429,"Eczanemizde reçeteniz hazırdır, pazartesi teslim alabilirsiniz.",normal
1430,"Selin yola çıktım, 16:45 gibi oradayım.",normal
1431,Hesabınızdan şüpheli işlem tespit edildi. İptal için size gelen şifreyi bu numaraya iletin. Bilgilerinize.,dolandiricilik
1432,Acil dönüş yapar,normal
1433,"Eczanemizde reçeteniz hazırdır, pazartesi teslim alabilirsiniz. Detaylar için arayın.",normal
1434,"Tebrikler Mehmet, kazandın! Maç bileti bende, akşam konuşuruz. İyi günler.",normal
1435,"Zeynep toplantı 11:00 da başlıyor, geç kalma.",normal
1436,"Anneciğim bugün size uğrayacağız, bir şey lazım mı?",normal
1437,"Paketiniz gümrükte bekliyor, 37 TL",dolandiricilik
1438,Kargonuz adres eksikliği nedeniyle teslim edilemedi. Adres güncelleme için: hesap-dogrula.com/a400 Bilgilerinize.,dolandiricilik
1439,"Toplantı notlarını mail attım, bakabilir misin? Teşekkürler.",normal
1440,Siparişiniz kargo ile yola çıktı. Teslimat için onay verin: bit.ly/a622,dolandiricilik
1441,Siparişiniz kargo ile yola çıktı. Takip numaranız 113494. Detaylar için arayın.,normal
1442,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın.",normal
1443,Kartınızdan 250 TL harcama yapılmıştır. Size,dolandiricilik
1444,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi.",normal
1445,Faturanız 5.000 TL olarak kesilmiştir. Son ödeme cumartesi. Detaylar için arayın.,normal
1446,Kartınız ile yapılan 250 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. İyi günler.,normal
1447,"Toplantı notlarını mail attım, bakabilir",normal
1448,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. Bilgilerinize.,normal
1449,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. Teşekkürler.",normal
1450,"Merve ben, yeni numaram bu. Acil para lazım, IBAN atıyorum. Bilgilerinize.",dolandiricilik
1451,Doğum günün kutlu olsun Burak! Nice mutlu yıllara.,normal
1452,Doğum günün kutlu olsun Elif! Nice mutlu yıllara.,normal
1453,Kartınız ile yapılan 89 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. İyi günler.,normal
1454,"Toplantı notlarını mail attım, bakabilir misin? İyi günler.",normal
1455,"Ayşe toplantı 09:30 da başlıyor, geç kalma. Teşekkürler.",normal
1456,Kartınızdan 250 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Teşekkürler.,normal
1457,Tebrikler! 89 TL ödül kazandınız. Almak için tıklayın guvenli-odeme.net/a630 Detaylar için arayın.,dolandiricilik
1458,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. Detaylar için arayın.,normal
1459,Siparişiniz kargo ile yola çıktı. Teslimat,dolandiricilik
1460,"Mehmet yola çıktım, 16:45 gibi oradayım. Bilgilerinize.",normal
1461,Hesabınıza 480 TL maaş,normal
1462,Kampanya: pazartesi yapacağınız alışverişlerde 320 TL puan kazanın. Detaylar mobil uygulamada.,normal
1463,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi cumartesi. Tutar: 5.000 TL. Detaylar için arayın.,normal
1464,Siparişiniz kurye ile yola çıktı. Takip numaranız 963712. Teşekkürler.,normal
1465,Siparişiniz kargo ile yola çıktı. Takip numaranız 967934.,normal
1466,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Bilgilerinize.,normal
1467,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
1468,Hesabınıza 5.000 TL maaş ödemesi yatırılmıştır. İyi günler dileriz.,normal
1469,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazartesi. Tutar: 1.890 TL.,normal
1470,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. Teşekkürler.,normal
1471,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. İyi günler.",normal
1472,Kartınızdan 250 TL harcama yapılmıştır. Size ait değilse iptal için: bit.ly/a834,dolandiricilik
1473,"Tebrikler Mehmet, kazandın! Maç bileti bende, akşam konuşuruz. Detaylar için arayın.",normal
1474,Doğum günün kutlu olsun,normal
1475,Kampanya detayları için,normal
1476,"Tebrikler Burak, kazandın! Maç bileti bende, akşam konuşuruz. Teşekkürler.",normal
1477,Kartınızdan 640 TL harcama yapılmıştır. Size ait değilse iptal için: kargo-takip.xyz/a110,dolandiricilik
1478,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. Teşekkürler.",normal
1479,Kampanya detayları için tıklayın:,normal
1480,Siparişiniz kurye ile yola,dolandiricilik
1481,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. İyi günler.,normal
1482,Güvenliğiniz için hesabınıza erişim geçici olarak,normal
1483,"Kredi başvurunuz onaylandı. 2.750 TL için masraf ücretini yatırın, IBAN bilgisi için yanıtlayın. İyi günler.",dolandiricilik
1484,Otomatik ödeme talimatınız,normal
1485,Doğum günün kutlu,normal
1486,"Merhaba Elif, akşam yemeğe geliyor musun? İyi günler.",normal
1487,"Kredi başvurunuz onaylandı. 2.750 TL için masraf ücretini yatırın, IBAN bilgisi için yanıtlayın. Bilgilerinize.",dolandiricilik
1488,Kartınızdan 480 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Detaylar için arayın.,normal
1489,Kartınızdan 480 TL harcama yapılmıştır. Size ait değilse iptal için: bit.ly/a421 Teşekkürler.,dolandiricilik
1490,Kartınız ile yapılan 1.890 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız.,normal
1491,Son uyarı! Hesap doğrulama yapmazsanız hesabınız kapatılacak. bit.ly/a447,dolandiricilik
1492,"Anneciğim bugün size uğrayacağız, bir şey lazım mı? Detaylar için arayın.",normal
1493,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. Bilgilerinize.,normal
1494,"Merhaba Emre, akşam yemeğe geliyor musun?",normal
1495,"Merhaba Emre, akşam yemeğe geliyor musun? İyi günler.",normal
1496,Doğum günün kutlu olsun Can!,normal
1497,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: bit.ly/a319,dolandiricilik
1498,"Tebrikler Ayşe, kazandın! Maç bileti bende, akşam konuşuruz.",normal
1499,Kargonuz adres eksikliği nedeniyle teslim edilemedi. Adres güncelleme için: hesap-dogrula.com/a280,dolandiricilik
1500,Kampanya detayları için,normal
